"Overall Rank","Author","Genre","Author Average","Title","Series Name","Series Number","Series Average","Publication Year","Pages","Average book rating","Review count","Estimated Reading Start Date","Estimated Reading End Date"
"48","Ted Chiang","Science Fiction","4.195","Hell is the Absence of God","","","","2001","","4.03","2906","",""
"48","Ted Chiang","Science Fiction","4.195","Stories of Your Life and Others","","","","2002","","4.25","131706","",""
"48","Ted Chiang","Science Fiction","4.195","The Merchant and the Alchemist's Gate","","","","2007","","4.38","6195","",""
"48","Ted Chiang","Science Fiction","4.195","The Great Silence","","","","2015","","4.15","1747","",""
"48","Ted Chiang","Science Fiction","4.195","Exhalation","","","","2019","","4.27","117208","",""
"49","Robert Jackson Bennett","Fantasy","4.259","City of Stairs","The Divine Cities","1","4.243","2014","","4.1","42950","",""
"49","Robert Jackson Bennett","Fantasy","4.259","City of Blades","The Divine Cities","2","4.243","2016","","4.21","21328","",""
"49","Robert Jackson Bennett","Fantasy","4.259","City of Miracles","The Divine Cities","3","4.243","2017","","4.42","16780","",""
"49","Robert Jackson Bennett","Fantasy","4.259","Foundryside","The Founders Trilogy","1","4.063","2018","","4.16","58768","",""
"49","Robert Jackson Bennett","Fantasy","4.259","Shorefall","The Founders Trilogy","2","4.063","2020","","4.03","27711","",""
"49","Robert Jackson Bennett","Fantasy","4.259","Locklands","The Founders Trilogy","3","4.063","2022","","4","16052","",""
"49","Robert Jackson Bennett","Fantasy","4.259","The Tainted Cup","Ana and Din Mysteries","1","4.47","2024","","4.29","104362","",""
"49","Robert Jackson Bennett","Fantasy","4.259","A Drop of Corruption","Ana and Din Mysteries","2","4.47","2025","","4.47","52620","",""
"49","Robert Jackson Bennett","Fantasy","4.259","A Trade of Blood","Ana and Din Mysteries","3","4.47","2026","","4.65","3157","",""
"50","Stephen King","Thriller","4.232","The Dark Man","","","","1969","","4.06","3331","",""
"50","Stephen King","Thriller","4.232","’Salem’s Lot","","","","1975","","4.1","681270","",""
"50","Stephen King","Thriller","4.232","The Shining","The Shining","1","4.205","1977","","4.28","1759536","",""
"50","Stephen King","Thriller","4.232","Doctor Sleep","The Shining","2","4.205","2013","","4.13","306696","",""
"50","Stephen King","Thriller","4.232","Le Fléau 1/2","","","","1978","","4.28","1881","",""
"50","Stephen King","Thriller","4.232","Le Fléau 2/2","","","","1978","","4.31","1596","",""
"50","Stephen King","Thriller","4.232","Night Shift","","","","1978","","4.04","203008","",""
"50","Stephen King","Thriller","4.232","Quitters, Inc.","","","","1978","","4.05","10150","",""
"50","Stephen King","Thriller","4.232","The Stand","","","","1978","","4.35","859122","",""
"50","Stephen King","Thriller","4.232","The Jaunt","","","","1981","","4.17","6725","",""
"50","Stephen King","Thriller","4.232","Creepshow","","","","1982","","4.07","39593","",""
"50","Stephen King","Thriller","4.232","The Little Sisters of Eluria","Dark Tower","0.5","4.148","1998","","4.17","22439","",""
"50","Stephen King","Thriller","4.232","The Gunslinger","Dark Tower","1","4.148","1982","","3.9","678754","",""
"50","Stephen King","Thriller","4.232","The Drawing of the Three","Dark Tower","2","4.148","1987","","4.24","299145","",""
"50","Stephen King","Thriller","4.232","The Waste Lands","Dark Tower","3","4.148","1991","","4.25","254695","",""
"50","Stephen King","Thriller","4.232","The Wind Through the Keyhole","Dark Tower","4.5","4.148","2012","","4.13","96464","",""
"50","Stephen King","Thriller","4.232","Wolves of the Calla","Dark Tower","5","4.148","2003","","4.2","207344","",""
"50","Stephen King","Thriller","4.232","Song of Susannah","Dark Tower","6","4.148","2004","","4","180575","",""
"50","Stephen King","Thriller","4.232","The Dark Tower","Dark Tower","7","4.148","2004","","4.29","194638","",""
"50","Stephen King","Thriller","4.232","Different Seasons","","","","1982","","4.36","225605","",""
"50","Stephen King","Thriller","4.232","Las cuatro estaciones: primavera/verano","","","","1982","","4.19","2427","",""
"50","Stephen King","Thriller","4.232","Rita Hayworth and Shawshank Redemption","","","","1982","","4.47","70531","",""
"50","Stephen King","Thriller","4.232","The Body","","","","1982","","4.03","43893","",""
"50","Stephen King","Thriller","4.232","Carrie / 'Salem's Lot / The Shining","","","","1983","","4.58","21357","",""
"50","Stephen King","Thriller","4.232","Pet Sematary","","","","1983","","4.09","727899","",""
"50","Stephen King","Thriller","4.232","Uncle Otto's Truck","","","","1983","","4.32","2773","",""
"50","Stephen King","Thriller","4.232","The Talisman","The Talisman","1","4.075","1984","","4.1","147068","",""
"50","Stephen King","Thriller","4.232","Black House","The Talisman","2","4.075","2001","","4.05","71885","",""
"50","Stephen King","Thriller","4.232","Selections from Skeleton Crew","","","","1985","","4.32","9603","",""
"50","Stephen King","Thriller","4.232","Ça, Tome 1","","","","1986","","4.2","3154","",""
"50","Stephen King","Thriller","4.232","Ça, Tome 2","","","","1986","","4.17","2302","",""
"50","Stephen King","Thriller","4.232","It","","","","1986","","4.24","1313008","",""
"50","Stephen King","Thriller","4.232","Misery","","","","1987","","4.22","853174","",""
"50","Stephen King","Thriller","4.232","It/The Eyes of the Dragon/Misery","","","","1988","","4.61","2962","",""
"50","Stephen King","Thriller","4.232","Dolores Claiborne/Insomnia/Rose Madder","","","","1996","","4.45","3385","",""
"50","Stephen King","Thriller","4.232","The Two Dead Girls","The Green Mile","1","4.523","1996","","4.5","38965","",""
"50","Stephen King","Thriller","4.232","The Mouse on the Mile","The Green Mile","2","4.523","1996","","4.47","18760","",""
"50","Stephen King","Thriller","4.232","Coffey's Hands","The Green Mile","3","4.523","1996","","4.51","19116","",""
"50","Stephen King","Thriller","4.232","The Bad Death of Eduard Delacroix","The Green Mile","4","4.523","1996","","4.54","19024","",""
"50","Stephen King","Thriller","4.232","Night Journey","The Green Mile","5","4.523","1996","","4.53","17379","",""
"50","Stephen King","Thriller","4.232","Coffey on the Mile","The Green Mile","6","4.523","1996","","4.59","18580","",""
"50","Stephen King","Thriller","4.232","The Green Mile","","","","1996","","4.49","376594","",""
"50","Stephen King","Thriller","4.232","Wizard and Glass","The Dark Tower","4","4.27","1997","","4.27","226498","",""
"50","Stephen King","Thriller","4.232","Jerusalem's Lot","","","","2000","","4.05","6033","",""
"50","Stephen King","Thriller","4.232","Secret Windows: Essays and Fiction on the Craft of Writing","","","","2000","","4.06","1893","",""
"50","Stephen King","Thriller","4.232","On Writing: A Memoir of the Craft","","","","2002","","4.34","326424","",""
"50","Stephen King","Thriller","4.232","The Talisman and Black House","","","","2002","","4.44","4341","",""
"50","Stephen King","Thriller","4.232","Under the Dome: Part One","","","","2009","","4.05","11690","",""
"50","Stephen King","Thriller","4.232","Under the Dome: Part Two","","","","2009","","4.08","4197","",""
"50","Stephen King","Thriller","4.232","11/22/63","","","","2011","","4.35","699713","",""
"50","Stephen King","Thriller","4.232","Full Dark, No Stars","","","","2011","","4.09","120034","",""
"50","Stephen King","Thriller","4.232","Guns","","","","2013","","4.19","10088","",""
"50","Stephen King","Thriller","4.232","Mr. Mercedes","Bill Hodges","1","4.04","2014","","4.04","389748","",""
"50","Stephen King","Thriller","4.232","Finders Keepers","Bill Hodges Trilogy","2","4.085","2015","","4.07","196618","",""
"50","Stephen King","Thriller","4.232","End of Watch","Bill Hodges Trilogy","3","4.085","2016","","4.1","163377","",""
"50","Stephen King","Thriller","4.232","The Institute","","","","2019","","4.19","357510","",""
"50","Stephen King","Thriller","4.232","Billy Summers","","","","2021","","4.17","201458","",""
"50","Stephen King","Thriller","4.232","Fairy Tale","","","","2022","","4.09","354716","",""
"50","Stephen King","Thriller","4.232","The Gwendy Collection: Gwendy's Button Box / Gwendy's Magic Feather / Gwendy's Final Task","","","","2022","","4.12","1480","",""
"50","Stephen King","Thriller","4.232","You Like It Darker","","","","2024","","4.17","96243","",""
"51","Brent Weeks","Fantasy","4.249","The Way of Shadows","Night Angel","1","4.307","2008","","4.15","178849","",""
"51","Brent Weeks","Fantasy","4.249","Shadow's Edge","Night Angel","2","4.307","2008","","4.25","110544","",""
"51","Brent Weeks","Fantasy","4.249","Beyond the Shadows","Night Angel","3","4.307","2008","","4.27","105107","",""
"51","Brent Weeks","Fantasy","4.249","Beyond the Shadows, Part 1 of 2","Night Angel","3, part 1","4.307","2008","","4.56","271","",""
"51","Brent Weeks","Fantasy","4.249","The Black Prism","Lightbringer","1","4.268","2010","","4.23","134109","",""
"51","Brent Weeks","Fantasy","4.249","The Blinding Knife","Lightbringer","2","4.268","2012","","4.41","95091","",""
"51","Brent Weeks","Fantasy","4.249","Gunner's Apprentice","Lightbringer","2.5","4.268","2014","","3.95","1374","",""
"51","Brent Weeks","Fantasy","4.249","The Broken Eye","Lightbringer","3","4.268","2014","","4.44","70359","",""
"51","Brent Weeks","Fantasy","4.249","The Blood Mirror","Lightbringer","4","4.268","2015","","4.32","54033","",""
"51","Brent Weeks","Fantasy","4.249","The Burning White","Lightbringer","5","4.268","2019","","4.26","38970","",""
"51","Brent Weeks","Fantasy","4.249","Perfect Shadow","","","","2011","","4.13","18886","",""
"51","Brent Weeks","Fantasy","4.249","Night Angel Nemesis","The Kylar Chronicles","1","4.02","2023","","4.02","6845","",""
"52","Arkady Strugatsky","Science Fiction","4.186","Далекая радуга","","","","1963","","4.16","1489","",""
"52","Arkady Strugatsky","Science Fiction","4.186","Hard to Be a God","","","","1964","","4.11","19460","",""
"52","Arkady Strugatsky","Science Fiction","4.186","Хищные вещи века. Чрезвычайные происшествия","","","","1964","","4.12","1452","",""
"52","Arkady Strugatsky","Science Fiction","4.186","Понедельник начинается в субботу","","","","1965","","4.13","18182","",""
"52","Arkady Strugatsky","Science Fiction","4.186","Обитаемый остров","","","","1968","","4.27","7235","",""
"52","Arkady Strugatsky","Science Fiction","4.186","Пикник на обочине. Отель «У погибшего альпиниста». Улитка на склоне","","","","1970","","4.54","1461","",""
"52","Arkady Strugatsky","Science Fiction","4.186","Малыш","","","","1971","","4.11","1775","",""
"52","Arkady Strugatsky","Science Fiction","4.186","Roadside Picnic","","","","1972","","4.11","94233","",""
"52","Arkady Strugatsky","Science Fiction","4.186","The Ugly Swans","","","","1972","","4.26","2013","",""
"52","Arkady Strugatsky","Science Fiction","4.186","Beetle in the Anthill","","","","1979","","4.24","3070","",""
"52","Arkady Strugatsky","Science Fiction","4.186","The Waves Extinguish the Wind","Maxim Kammerer","3","4.02","1984","","4.02","1621","",""
"52","Arkady Strugatsky","Science Fiction","4.186","The Doomed City","","","","1989","","4.16","6533","",""
"53","Anthony Ryan","Fantasy","4.219","The Waking Fire","The Draconis Memoria","1","4.127","2016","","4.05","15669","",""
"53","Anthony Ryan","Fantasy","4.219","The Legion of Flame","The Draconis Memoria","2","4.127","2017","","4.15","8988","",""
"53","Anthony Ryan","Fantasy","4.219","The Empire of Ashes","The Draconis Memoria","3","4.127","2018","","4.18","7028","",""
"53","Anthony Ryan","Fantasy","4.219","The Wolf's Call","Raven's Blade","1","4.25","2019","","4.28","9993","",""
"53","Anthony Ryan","Fantasy","4.219","The Black Song","Raven's Blade","2","4.25","2020","","4.22","7556","",""
"53","Anthony Ryan","Fantasy","4.219","A Pilgrimage of Swords","The Seven Swords","1","4.191","2019","","4","2900","",""
"53","Anthony Ryan","Fantasy","4.219","The Kraken's Tooth","The Seven Swords","2","4.191","2020","","4.11","1860","",""
"53","Anthony Ryan","Fantasy","4.219","City of Songs","The Seven Swords","3","4.191","2021","","4.21","1501","",""
"53","Anthony Ryan","Fantasy","4.219","To Blackfyre Keep","The Seven Swords","4","4.191","2022","","4.28","1231","",""
"53","Anthony Ryan","Fantasy","4.219","Across the Sorrow Sea","The Seven Swords","5","4.191","2023","","4.22","1040","",""
"53","Anthony Ryan","Fantasy","4.219","The Road of Storms","The Seven Swords","6","4.191","2024","","4.19","798","",""
"53","Anthony Ryan","Fantasy","4.219","The Infernus Gate","The Seven Swords","7","4.191","2025","","4.33","573","",""
"53","Anthony Ryan","Fantasy","4.219","The Pariah","Covenant of Steel","1","4.31","2021","","4.16","19163","",""
"53","Anthony Ryan","Fantasy","4.219","The Martyr","Covenant of Steel","2","4.31","2022","","4.36","11461","",""
"53","Anthony Ryan","Fantasy","4.219","The Traitor","Covenant of Steel","3","4.31","2023","","4.41","8807","",""
"53","Anthony Ryan","Fantasy","4.219","A Tide of Black Steel","Age of Wrath","1","4.285","2024","","4.23","2963","",""
"53","Anthony Ryan","Fantasy","4.219","Born of an Iron Storm","Age of Wrath","2","4.285","2025","","4.34","1287","",""
"54","Stieg Larsson","Thriller","4.23","The Girl With the Dragon Tattoo","Millennium","1","4.23","2005","","4.18","3515814","",""
"54","Stieg Larsson","Thriller","4.23","The Girl Who Played with Fire","Millennium","2","4.23","2006","","4.26","1002708","",""
"54","Stieg Larsson","Thriller","4.23","The Girl Who Kicked the Hornet’s Nest","Millennium","3","4.23","2007","","4.25","787470","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Wiedźmin","","","","1986","","4.61","1398","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Zaklínač","Zaklínač I. Poslední přání","1/6","4.46","1986","","4.46","1201","",""
"55","Andrzej Sapkowski","Fantasy","4.21","El último deseo. La espada del destino","","","","1990","","4.3","3286","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Crossroads of Ravens","The Witcher","0.1","4.144","2024","","4.02","19828","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Season of Storms","The Witcher","0.2","4.144","2013","","3.98","76233","",""
"55","Andrzej Sapkowski","Fantasy","4.21","The Last Wish","The Witcher","0.5","4.144","1993","","4.14","433206","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Sword of Destiny","The Witcher","0.7","4.144","1992","","4.27","232393","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Blood of Elves","The Witcher","1","4.144","1994","","4.1","257309","",""
"55","Andrzej Sapkowski","Fantasy","4.21","The Time of Contempt","The Witcher","2","4.144","1995","","4.16","181203","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Baptism of Fire","The Witcher","3","4.144","1996","","4.26","151998","",""
"55","Andrzej Sapkowski","Fantasy","4.21","The Tower of the Swallow","The Witcher","4","4.144","1997","","4.22","129546","",""
"55","Andrzej Sapkowski","Fantasy","4.21","La dama del lago vol. 1","La Saga de Geralt de Rivia","5","4.195","1999","","4.18","2656","",""
"55","Andrzej Sapkowski","Fantasy","4.21","La dama del lago Vol. 2","La Saga de Geralt de Rivia","5","4.195","1999","","4.21","2414","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Narrenturm","Trylogia husycka","1","4.12","2002","","4.03","14321","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Boży bojownicy","Trylogia husycka","2","4.12","2004","","4.19","8413","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Lux perpetua","Trylogia husycka","3","4.12","2006","","4.14","7022","",""
"55","Andrzej Sapkowski","Fantasy","4.21","Andrzej Sapkowski's The Witcher: A Grain of Truth","","","","2022","","4.3","1458","",""
"56","Hugh Howey","Science Fiction","4.181","Molly Fyde and the Parsona Rescue","The Bern Saga","1","4.013","2009","","3.93","5574","",""
"56","Hugh Howey","Science Fiction","4.181","Molly Fyde and the Land of Light","The Bern Saga","2","4.013","2010","","4.08","3974","",""
"56","Hugh Howey","Science Fiction","4.181","Molly Fyde and the Blood of Billions","The Bern Saga","3","4.013","2010","","4.01","3560","",""
"56","Hugh Howey","Science Fiction","4.181","Molly Fyde and the Fight for Peace","The Bern Saga","4","4.013","2010","","4.03","3300","",""
"56","Hugh Howey","Science Fiction","4.181","The Plagiarist","","","","2011","","4","4185","",""
"56","Hugh Howey","Science Fiction","4.181","Wool","Wool","1","4.264","2011","","4.14","114168","",""
"56","Hugh Howey","Science Fiction","4.181","Proper Gauge","Wool","2","4.264","2011","","4.15","12932","",""
